Cidade,UF,População,Possui_Plano_Municipal,População_sem_Água,População_sem_Esgoto,População_sem_coleta_de_lixo,Domicílios_sujeitos_à_inundações
Orizona,GO,15834,Não,40.69,--,45.05,--
Mário Campos,MG,15814,Sim,10.5,--,5.56,0
Nova Olinda,CE,15798,Em elaboração,48.65,--,14.04,0
São João do Carú,MA,15768,Não,--,--,8.04,--
São João Evangelista,MG,15761,Sim,33.68,32.71,35.01,0
Ipanguaçu,RN,15759,Em elaboração,82.97,--,33.37,50.00
Saboeiro,CE,15757,Em elaboração,75.64,98.75,20.99,0
Guiratinga,MT,15740,Não,11.05,--,--,--
Giruá,RS,15729,Sim,24.41,--,0.00,0
Acrelândia,AC,15721,Em elaboração,64.45,--,46.45,0
Santa Cruz,PE,15713,Não,53.83,--,64.23,0
Sumidouro,RJ,15709,Sim,71.82,61.61,34.08,9.50
Restinga Sêca,RS,15702,Sim,43.33,--,0.00,0.40
Frei Paulo,SE,15688,Não,0.31,--,36.26,--
Araguanã,MA,15675,Em elaboração,88.64,--,61.72,8.00
Tupi Paulista,SP,15670,Sim,0.00,0.00,4.28,0
Campos Altos,MG,15661,Sim,21.39,0.00,0.00,0
Igaporã,BA,15661,Não,20.87,48.53,--,--
Mantenópolis,ES,15653,Sim,42.93,59.2,29.41,3.50
Nova Timboteua,PA,15646,Não,81.17,--,35.83,0
Poço Branco,RN,15646,Em elaboração,17.58,--,3.49,--
Santa Adélia,SP,15639,Sim,5.11,2.17,5.39,--
Ibateguara,AL,15637,Sim,60.04,30.04,25.5,1.00
Frei Miguelinho,PE,15633,Não,55.61,--,42.43,0
Luís Antônio,SP,15628,Sim,3.41,3.41,0.06,0
Barra de Santa Rosa,PB,15607,Não,39.65,43.8,47.93,0
Holambra,SP,15605,Sim,0.00,0.00,0.00,0.70
Muqui,ES,15602,Sim,36.6,0.00,0.00,4.40
Espumoso,RS,15594,Em elaboração,26.96,89.53,13.26,1.00
Dionísio Cerqueira,SC,15592,Sim,24.11,62.78,31.2,1.20
Eldorado,SP,15592,Em elaboração,48.9,51.59,30.00,70.00
Pinhalzinho,SP,15564,Sim,38.93,50.2,35.75,0
Dom Feliciano,RS,15556,Sim,78.53,--,64.64,4.20
Coronel João Sá,BA,15549,Não,51.05,54.43,58.73,0
Mirandiba,PE,15548,Não,5.83,42.11,45.33,0
Primeira Cruz,MA,15545,Em elaboração,76.22,--,88.51,0
São Félix do Coribe,BA,15543,Em elaboração,0.00,--,18.86,1.40
Cruzília,MG,15529,Sim,13.84,19.08,41.43,0
Felixlândia,MG,15528,Não,26.64,--,22.66,0
Cambuci,RJ,15521,Sim,27.3,--,14.64,39.20
Rio do Antônio,BA,15521,Sim,43.64,89.47,--,--
Nova Veneza,SC,15515,Sim,18.64,--,3.32,2.60
Itanhandu,MG,15511,Em elaboração,0.57,0.57,5.00,22.90
Itapagipe,MG,15511,Sim,32.13,15.11,5.94,0
Taperoá,PB,15505,Em elaboração,21.14,--,40.15,0
Buritirana,MA,15503,Não,--,--,--,--
Juruá,AM,15495,Não,35.46,--,47.36,23.30
Jurema,PE,15483,Em elaboração,0.00,--,39.8,0
Joaíma,MG,15476,Em elaboração,39.55,54.25,22.46,0.30
Santa Luzia,PB,15470,Em elaboração,5.04,8.86,8.42,0
Entre Rios de Minas,MG,15458,Sim,31.39,32.06,0.00,0.50
Coronel Sapucaia,MS,15449,Não,33.03,58.54,32.03,--
São Simão,SP,15446,Não,11.77,11.77,9.89,0.50
Novo Triunfo,BA,15445,Não,50.15,22.3,50.15,27.00
Coremas,PB,15438,Não,--,--,--,--
Rio Azul,PR,15433,Sim,52.48,56.2,64.43,2.70
Vitória do Xingu,PA,15421,Sim,59.47,66.28,48.12,3.20
Pendências,RN,15411,Em elaboração,34.29,65.68,0.00,--
Bela Vista do Paraíso,PR,15400,Sim,0.01,51.42,6.17,0
Capitão Enéas,MG,15388,Sim,36.96,60.7,16.82,0.10
Italva,RJ,15387,Em elaboração,33.76,--,2.6,10.10
Lauro Muller,SC,15380,Sim,35.01,60.34,0.00,0.80
Sabinópolis,MG,15364,Em elaboração,35.45,55.56,27.1,3.80
Tarumã,SP,15361,Sim,0.00,0.00,5.89,0
São João do Triunfo,PR,15359,Sim,66.78,89.01,41.4,1.10
Uiraúna,PB,15356,Em elaboração,18.68,--,19.67,3.00
Chapada do Norte,MG,15334,Não,60.88,96.61,--,--
Teixeira,PB,15333,Sim,31.78,31.99,31.99,0.40
Nobres,MT,15332,Em elaboração,--,--,8.69,0.20
Itajobi,SP,15331,Em elaboração,16.59,16.59,10.25,0.30
Inhuma,PI,15330,Não,27.08,--,29.68,0.60
Ipiranga,PR,15327,Não,50.79,65.9,39.41,0.60
Auriflama,SP,15316,Em elaboração,2.8,4.36,--,--
Monte Alegre de Sergipe,SE,15315,Não,10.03,--,40.98,3.10
Meruoca,CE,15309,Não,75.86,--,47.74,0
Orocó,PE,15309,Sim,58.19,--,42.91,0
Natividade,RJ,15305,Em elaboração,21.03,--,20.13,37.00
Serra Azul,SP,15292,Sim,41.96,43.96,3.41,5.90
Curiúva,PR,15289,Em elaboração,16.94,--,7.12,0.20
Areado,MG,15288,Não,17.89,--,--,--
Tamarana,PR,15277,Sim,41.67,73.02,52.23,0
Passo de Camaragibe,AL,15270,Não,67.79,--,51.04,--
Alto Alegre,RR,15249,Não,60.44,--,--,--
Glória,BA,15247,Em elaboração,34.34,89.69,2.93,24.30
Jussara,BA,15241,Não,8.31,--,--,--
Triunfo,PE,15232,Em elaboração,41.11,--,33.44,0
Primavera,PE,15231,Em elaboração,54.16,--,--,--
Acajutiba,BA,15214,Não,13.02,--,7.98,0
Colorado do Oeste,RO,15213,Não,13.47,--,27.69,0
Soledade,PB,15211,Não,19.7,--,--,--
Miraí,MG,15205,Não,33.61,4.62,--,6.60
Itaporanga,SP,15197,Sim,11.86,26.52,4.05,0.20
Presidente Dutra,BA,15180,Não,0.28,--,0.00,0
Barro Alto,BA,15171,Não,48.86,--,50.69,0
Ipaussu,SP,15165,Sim,0.00,0.00,7.87,0.40
Boa Esperança,ES,15146,Não,42.52,24.35,28.41,0
Acarape,CE,15140,Em elaboração,65.95,89.04,40.42,0
Alvinópolis,MG,15135,Sim,44.47,0.00,14.33,1.20
Boa Esperança do Sul,SP,15111,Não,--,--,0.00,0
Teolândia,BA,15097,Não,67.68,--,--,--
Barroquinha,CE,15069,Sim,52.35,90.52,32.51,0
Mirinzal,MA,15059,Em elaboração,84.83,--,40.24,20.00
Itinga,MG,15053,Não,46.38,66.03,48.17,9.50
Jardim de Piranhas,RN,15044,Em elaboração,17.41,74.03,10.26,1.00
Sobradinho,RS,15041,Não,20.25,--,20.56,0.40
Carmo de Minas,MG,15031,Não,0.00,25.9,25.9,0
Nova Trento,SC,15010,Sim,25.11,--,19.72,8.60
Jupi,PE,15007,Não,84.39,--,--,--
Rebouças,PR,14991,Não,25.4,42.38,47.06,2.60
Ibipitanga,BA,14989,Não,64.71,--,35.29,0
Olinda Nova do Maranhão,MA,14968,Em elaboração,--,--,54.66,--
